,artist_ids,genres_all
3852,0DZ5n0r1P0ZjKbjPdbN4wr,"celtic, celtic rock, irish folk, operatic pop"
3853,2cB6hX2LI14KUTAevpaYn2,"anthem worship, deep ccm, world worship"
3854,0Sadg1vgvaPqGTOjxu0N6c,"dance pop, j-idol, k-pop"
3855,7AcV1lk8Zrgo1691PDWEle,"afropop, south african pop"
3856,20apXQGKM00jJTvYfyKwlb,"pop rap, rap, trap music"
3857,2Wpsydr0xZekaBFNQ0OSKd,"emo rap, lo-fi beats, underground hip hop, vapor trap"
3858,70B80Lwx2sxti0M1Ng9e8K,"chutney, desi, desi hip hop, filmi, indian pop, modern bollywood, nepali, sufi"
3859,0DAaoRtoM8z0DHIhIzP4mJ,"hawaiian, jawaiian, polynesian pop"
3860,5fYmO9sPJNK2pSkL76sJki,
3861,1020a42xVklY6c56imNcaa,"alternative hip hop, detroit hip hop, hardcore hip hop, hip hop, neo soul, southern hip hop"
3862,2teIxF2qgr0rYmTTMKiZ7s,
3863,4UuoJfJ9UybJft7a8E6UHX,"alternative rock, neo mellow, pop rock, post-grunge"
3864,5A0SFJQSdSjFHGcndiGT1s,"ccm, christian alternative rock, christian music, christian rock, world worship, worship"
3865,2J3qGaj5UzHvu0fjlLgb8k,"healing, kirtan, meditation, new age, sleep"
3866,3kortApcf0ntRWexUkJE4H,"battle rap, trap music"
3867,5Kkhk21siwbW3BfZUwpykJ,
3868,0T7J61YgErxSH8yuyggHJO,"heartland rock, outlaw country, red dirt, texas country"
3869,0OQ8y7heASb1vEX5WXvjCr,"christian hip hop, christian trap"
3870,1ng3xz2dyz57Z1WpnzM2G7,
3871,2ActkR0xU2ZiDhWYhijydE,"abstract hip hop, indie pop rap, underground rap"
3872,6OTr0YwLwGdv7mlmX27hRX,classical cello
3873,267VY6GX5LyU5c9M85ECZQ,"alternative pop, alternative rock, blues-rock, dream pop, garage rock, grunge, indie rock, lo-fi, modern rock, neo-psychedelic, new wave, noise pop, noise rock, permanent wave, post-hardcore, post-punk, power pop, punk, rock, shoegaze"
3874,6RqG6OjPJVHi1RAcXTxglq,
3875,0kErUwb6xgWfkdn0RyZWHZ,
3876,1xD85sp0kecIVuMwUHShxs,"chicago indie, indie garage rock, indie psych-rock, modern rock, preverb"
3877,1Ha0Fz4i0d4gu5fZbhBCtH,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock"
3878,2qdONMCoDngQk0eV4Avs1i,
3879,5lLVsxABqSuosfqAoLQeXV,disney
3880,2vVT4qoxWje0gVD2FiWZ4u,indie r&b
3881,2QMCcKIPHnjQaPPgoEst88,"big room, deep big room, edm, electro house, progressive electro house, progressive house"
3882,2qDdxfKUpYg8wc49KIuT3b,"bc underground hip hop, canadian hip hop, electropop, escape room, hyperpop"
3883,50VoYemccTaftNfFqWtlXd,"dance pop, strut"
3884,0F3Aew9DSd6fb6192K1K0Y,"bebop, contemporary jazz, contemporary post-bop, cool jazz, jazz, jazz fusion, jazz piano, vocal jazz"
3885,2suYQj2pv0J5xZdNNqzDaU,
3886,1R84VlXnFFULOsWWV8IrCQ,"alternative dance, alternative rock, art pop, chamber pop, chillwave, dream pop, experimental pop, experimental rock, freak folk, indie folk, indie pop, indie rock, indietronica, lo-fi, modern rock, neo-psychedelic, noise pop, noise rock, nu gaze"
3887,2s6kyMmJZFgPCHXU0QxJLp,"christian hip hop, christian trap"
3888,4YJR4xviDKHoelt9WKHlBa,comic
3889,5PN2aHIvLEM98XIorsPMhE,"new wave pop, soft rock"
3890,1rfk3cLafuKhShpgY1xzFq,
3891,7t6GsqGAwrj1kwYbvNX0hN,"canadian hip hop, indie pop rap, pop rap, underground rap"
3892,1F3BcbR6yzILOCzzA3i0Rh,vapor soul
3893,6wzSp8kGs3T2RvfwzFn1M6,
3894,6zSBkdKFLKKggDtE3amfCk,"deep southern trap, trap music"
3895,01PBXLThJADrhufsPS5tER,"ccm, christian alternative rock, christian music, christian punk, christian rock, worship"
3896,1n3X60xWCyL1zytSiKeu4D,vapor soul
3897,4mGXknIZtImmEXjSQfGGQp,
3898,6iKha1agkoQ3NVFvwW9MiQ,
3899,15WTNNaqqNFGWhHqhpENsP,
3900,4GMgdB3vwbBOc42hbXEi9p,"gangster rap, hardcore hip hop, hip hop, hip pop, pop rap, rap, southern hip hop"
3901,0Ak6DLKHtpR6TEEnmcorKA,"garage rock, indie pop, indie rock, indietronica, modern alternative rock, modern rock, rock"
3902,0cOVRC8EOwDwXrs3JTrRN5,"comic, melodic hardcore, pop punk, punk, ska punk, skate punk"
3903,3Wb38LDP3N4tkobValgE9D,reggaeton flow
3904,726MxZBpkxnnoKl6aN7mmj,"bboy, funk, instrumental funk"
3905,1PJVVIeS5Wu0wbZDhtC0Ht,
3906,4owATw6JCMuUxeWdh3eiyg,"emo rap, lo-fi beats"
3907,6n28c9qs9hNGriNa72b26u,"alternative dance, aussietronica, australian dance, australian electropop, australian indie, dance-punk, indietronica, new rave"
3908,6evK56MPQbVzQaWuGcS4Rm,focus
3909,4wP1kxjUsc9IR4Iy2smL7o,
3910,0cA5Tg15TwARIRZeiNT1RO,"adult standards, album rock, bubblegum pop, folk, folk rock, mellow gold, soft rock"
3911,2QUvtLq6oQaX0LNsYY2fas,reggaeton flow
3912,0rZRTXEmmPmx6gt92tBqIc,opm
3913,6SFUC6ORDCIBqPssCBpeHT,"contemporary country, country, country dawn, country gospel, country rock, nashville sound, traditional country"
3914,1Dt1UKLtrJIW1xxRBejjos,"french indie pop, french indietronica"
3915,2zPdY1UXnOn4PC4GpoOkPm,"emo rap, lo-fi beats, pop"
3916,7jkhwa4XMe9XSt1r0AWNqD,"contrabass, progressive bluegrass"
3917,6IhG3Yxm3UW98jhyBvrIut,"afropop, azontobeats, nigerian hip hop"
3918,6nXSnNEdLuKTzAQozRtqiI,"alternative country, alternative rock, anti-folk, chamber pop, folk-pop, freak folk, indie folk, indie pop, indie rock, lo-fi, modern rock, new americana, portland indie, slow core, stomp and holler"
3919,60wslYioiBcxSTInM4nIy2,post-teen pop
3920,3VcaBezSFVJHqylrhaYun2,lo-fi beats
3921,42q4Ivs7tAiCZ5C7eG5q4c,"folk, folk rock, mellow gold, singer-songwriter, soft rock, traditional folk"
3922,4x3CdMQ3YjnPn4Evhyni5y,gospel
3923,7CCn4PFRRRZF127jtCBAUe,"art rock, brill building pop, bubblegum pop, christmas, classic rock, folk, folk rock, mellow gold, merseybeat, psychedelic rock, rock, rock-and-roll, roots rock, soft rock, traditional folk"
3924,11kBu957KTYoAltZHDm8gW,"latin jazz, world"
3925,2gie1bU1LwnxdFAJoTLjzT,hip pop
3926,32BLNtPX18499VCjsUiFj1,"banda, cumbia sonidera, deep cumbia sonidera, duranguense, grupera"
3927,4YZ5ECfbM2xSTSQTJGBbO5,pop punk
3928,0blJzvevdXrp21YeI2vbco,"alternative metal, gothic metal, groove metal, hard rock, industrial metal, industrial rock, metal, nu metal, rap rock, rock"
3929,1456WwI15Lm9CktCzkLZvm,"canadian contemporary country, contemporary country, country, country road, lift kit, modern country rock"
3930,3p7PcrEHaaKLJnPUGOtRlT,sertanejo universitario
3931,2jn9JOmdrR9BdiR1LTvYG4,
3932,6aUV3Fndwagje8d4rBA3xw,"ccm, christian alternative rock, christian music, christian rock, crunk"
3933,6m30rs1IQqnWqV5nKMpU7U,"classic soul, disco, funk, jazz funk, motown, post-disco, quiet storm, soul, southern soul"
3934,2WV4xLQooFalR2cit0XSKp,"contemporary country, country, country dawn"
3935,450o9jw6AtiQlQkHCdH6Ru,"funk, jazz funk, p funk, psychedelic rock, soul"
3936,0TrG2LSot4KhaXqdf5K2zE,"choral, classical performance, orchestral performance"
3937,4myAXQmMuS1lZe8T6Y7eBg,"latin, latin hip hop, reggaeton, reggaeton flow, tropical"
3938,3yAXW26fnch5fOTDL1vvJR,
3939,6wXjctGBzxkT0ghwfQ8FC0,"celtic, celtic rock, irish folk"
3940,1OMbaqIBBz86y7FdoMcwMv,
3941,3yYUV3hkJit05YIUEODqgp,"alternative emo, art pop, chamber pop, emo, folk punk, folk-pop, freak folk, indie folk, indie pop, indie punk, indie rock, lo-fi, modern rock, noise pop, philly indie, preverb, stomp and holler"
3942,4iylWAhvTVtSVhIeAoM7Bl,"chillhop, lo-fi beats, vapor twitch"
3943,6wH6iStAh4KIaWfuhf0NYM,"latin alternative, world"
3944,7aRC4L63dBn3CiLDuWaLSI,"cantopop, mandopop"
3945,3YVt5oKfFEE0yJa7yJ3wWE,
3946,2UFqwY8A3PLcx8pAkg9g5P,"banda, bolero, grupera, latin, latin pop, mariachi, ranchera, regional mexican"
3947,49z6oAiD2RpyUf5yLJs7Nf,"afropop, desert blues, mande pop, world"
3948,63XBtGSEZINSyXylZxEUbv,"alternative r&b, deep pop r&b"
3949,02ZtVIjKL1PYLlMmP1sz0h,deep pop r&b
3950,5hPcCMWgf6Qu9vUQVySwcY,"escape room, trap queen"
3951,0ubGY2CcC0tvR0eE6hJaT8,"bedroom soul, indie r&b"
3952,4i2mkyKkRrc0OvPrWqb4BE,"anthem worship, ccm, christian alternative rock, christian music, christian rock, worship"
3953,6OgHTWl7y9oeccoxeXXDPn,chillhop
3954,3RTzAwFprBqiskp550eSJX,"art rock, brill building pop, bubblegum pop, classic rock, folk, folk rock, mellow gold, rock, roots rock, singer-songwriter, soft rock, traditional folk"
3955,4AllEJE7mVkhhyUV6DjqPz,"atl hip hop, crunk, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap music"
3956,1nivFfWu6oXBFDNyVfFU5x,modern southern rock
3957,6kHu5ICQRBZdsAHjAjQlmp,
3958,7ptm7G8z8VVvwBnDq8fAmD,"alternative emo, anthem emo, emo, midwest emo"
3959,7s3OoIocX1gTOnEvCg2VV8,alternative emo
3960,33o00sXuyWiApOFzo0vr0z,"catstep, chillstep, edm, indie poptimism"
3961,5CVsjwjuzUOrlEc2OJbUg4,"bass trap, traprun, tropical pop edm, vapor twitch"
3962,69BUYvpG9MbjCyIZfsFdhJ,"grupera, latin, latin pop, mexican pop, ranchera, regional mexican, rock en espanol, tropical"
3963,5LeiVcEnsZcwc133TUhJNW,"dance pop, latin, latin arena pop, latin pop, mexican pop, pop, post-teen pop"
3964,0daVGEYMVnQZ3NZIpIuFWn,"british choir, chamber choir, choral"
3965,1WPcVNert9hn7mHsPKDn7j,"cabaret, chanson, vintage schlager"
3966,70nxnxEqDQIEWneRjg2Q4O,"latin, salsa, tropical"
3967,7gQNLR8mykA1KjGClbPYHe,"electropop, indietronica, metropopolis"
3968,04kN6NJmRfgqQYrFgw095D,
3969,0ybFZ2Ab08V8hueghSXm6E,"alternative metal, death metal, groove metal, melodic death metal, metal, progressive metal, rock, swedish metal"
3970,12rBrcOPP50qIan8ew4iTP,"deep tropical house, tropical house"
3971,5vfEaoOBcK0Lzr07WN8KaK,"filter house, nu disco"
3972,4tp9IG1WlKvfqsIAdI0Vsy,
3973,51V0E9ipJyIj7yFDkaLx96,metropopolis
3974,69baNgo5tsg1RjBgotRbEj,"country, country gospel, country rock, nashville sound, outlaw country, traditional country"
3975,2hWr3AjjKOCVmWcwvuT4uM,"neo soul, r&b, soul, urban contemporary"
3976,2sphpXGg1u97VSzbm5gR2P,australian electropop
3977,57Mmf69hQyTIEZxSCo4k5H,
3978,0B6qZgSIYLXDgJeDHJ5xuS,
3979,2nvKpWcP8etYTq4JrRiUiy,"adult standards, brill building pop, bubblegum pop, christmas, europop, rock-and-roll, rockabilly, soft rock"
3980,0aek9ZQsX0KemPlW7dkh2X,
3981,65BxFegOKWTiwG3DGCckef,"antiviral pop, otacore"
3982,2KNrpdPEKndErPWFHkpvj6,deep underground hip hop
3983,2MI9v4Ou3eiDZ1XvZgn5QP,
3984,4QS6MMKct3F3LkN7cr6vHg,disney
3985,4APHks5GcW1GrlfnSvL5O3,
3986,2ANtgfhQkKpsW6EYSDqldz,"classical, post-romantic era"
3987,66Fb5gJ9SX2WGlqDLUpjux,"channel pop, post-teen pop, viral pop"
3988,0v2e0oznnTaIXKLGKHphfX,"australian post-hardcore, melodic metalcore, metalcore, screamo"
3989,2u6jNcpusijFS6ZzuWRwMv,"alternative r&b, uk contemporary r&b"
3990,3XBxSfCwYIMBzWmJL7ZJ4U,"neo mellow, pop rock, viral pop"
3991,3OCGqx0Y3UyrBnyzjIokIr,
3992,7kfzadZaOgR90Tp8OYH5gM,"antiviral pop, otacore"
3993,0M2jyp8P5yTxQcdPyCdDkM,focus
3994,6r2niOTnexy9xss5g8GWXH,
3995,5P2rwRBgIN450RaJxdjYdA,pop rap
3996,6nFBonVf7Lqaj05R0v5VGJ,"folk, folk-pop, lilith, new americana, progressive bluegrass, stomp and holler"
3997,6Ja6zFB5d7XRihhfMo6KzY,
3998,3OPl8pWnz8rdYTiaNQ0eMv,
3999,0uNEy4544VZq2KOl7BsLuo,"neo soul, quiet storm, r&b, soul, urban contemporary"
4000,6bJCrLZcvsBMzve04BmgwS,"aussietronica, indie r&b, vapor soul, vapor twitch"
4001,73sSFVlM6pkweLXE8qw1OS,"adult standards, brill building pop, bubblegum pop, christmas, doo-wop, folk rock, lounge, merseybeat, nashville sound, rhythm and blues, rock-and-roll, rockabilly"
4002,19z3Is8jPDFmLphrQ2w2Du,
4003,4WlSvDKaq1PA2Nr7cCIPxX,"blues-rock, classic rock, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, roots rock, singer-songwriter, soft rock, southern rock, traditional folk"
4004,0Z6bE6kOVhh2DHZPMUz2Sr,"nordic soundtrack, scorecore, soundtrack, video game music"
4005,32QzlLbdI90xZtgtHorqzB,
4006,1iwseab2dozTUHoF5taAdf,
4007,2RWaZohsuqSJX9xWX3p95G,"broadway, cabaret, hollywood, movie tunes, show tunes"
4008,35XjW3cHxFFqSKAvPr6hsN,
4009,5cM1PvItlR21WUyBnsdMcn,"contemporary jazz, contemporary post-bop, indie jazz, jazz, jazz fusion, neo soul"
4010,2UoOdQyBGyzrEfxcY77ce0,"deep melodic metalcore, djent, melodic metalcore, metalcore, screamo"
4011,2t7vyRN71qtQT18frElAnV,"latin pop, trap espanol, trap latino"
4012,5bOsFzuJ6QZMr86ezC4oXY,"adult standards, big band, cabaret, christmas, lounge, swing, vocal harmony group, vocal jazz"
4013,530Sdm7eqqzWBdDmILMgnu,"album rock, art rock, classic rock, dance rock, disco, folk rock, heartland rock, mellow gold, new romantic, new wave, new wave pop, rock, soft rock"
4014,4WL6MC4jDW7w7K9hfc4MVS,"brill building pop, doo-wop, rhythm and blues, rock-and-roll, rockabilly"
4015,120Hnh6hOWiIpfL4WDo7nm,
4016,0fYw4bch7qTxBZLS3rSVMj,underground hip hop
4017,4S4kD5NBlgaq4YLBQSEMyY,gospel
4018,4rljPSpCHQzUJMNOvmw1DL,
4019,0g5OkLnQogzLrT9s5vw6kl,"ccm, christian alternative rock, christian music, christian relaxative, christian rock, world worship, worship"
4020,2GEcMpeGIad5O23WxDRFMn,"alternative r&b, deep pop r&b"
4021,2LB9H0px4qWbCHg9Axzhga,"comedy, comic"
4022,2msPoIYdnKVeuOOM960FC2,"channel pop, indie cafe pop, post-teen pop, viral pop"
4023,7AUgYiThuW80zSOwY7Ub2g,"banda, grupera, norteno, regional mexican, regional mexican pop"
4024,5AoXSiM511L4To0AN5oZVB,"brostep, edm, electro house, electronic trap"
4025,61J0BktHv7PuP3tjTPYXSX,"italian pop, mexican pop"
4026,2gINJ8xw86xawPyGvx1bla,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, old school hip hop, rap, turntablism"
4027,2gzxBoK71ohENPlxlshHV7,"experimental pop, freak folk, indie garage rock, neo-psychedelic, preverb"
4028,2vDV0T8sxx2ENnKXds75e5,"christmas, classic soul, funk, instrumental funk, memphis soul, soul, southern soul"
4029,5gw5ANPCVcxU0maLiGRzzP,
4030,4gpDA7R5796e6zbvZxGNga,hip pop
4031,0wNuUG1alVKXEEiwEypprs,"boston hip hop, deep underground hip hop, indie pop rap, pop rap"
4032,01WjpKiWVNurV5hjIadB8C,"alternative metal, alternative rock, funk rock, grunge, industrial metal, industrial rock, nu metal, pop rock, post-grunge, rap rock, rock"
4033,05kWC05qQmocVoC5Udgl6D,underground hip hop
4034,276kc3wR6o0EgYCSMiHBqz,"hyphy, west coast rap, west coast trap"
4035,4xls23Ye9WR9yy3yYMpAMm,"adult standards, brill building pop, christmas, rock-and-roll, rockabilly, soul"
4036,6jHG1YQkqgojdEzerwvrVv,"alternative hip hop, bboy, east coast hip hop, gangster rap, hardcore hip hop, hip hop, hip house, old school hip hop, pop rap, rap, southern hip hop, turntablism"
4037,1phfTBIocBW3UwqcYjaEN6,"colombian pop, latin, latin pop, pop reggaeton"
4038,1qskAseW7apRxJBpYAO9Yk,
4039,7rgCh0Go1ezmcV75kXQM2T,"chillhop, lo-fi beats"
4040,2mUI4K6csTQd3jieswcmiI,"latin, latin pop, nica, salsa, tropical"
4041,3TGeuw7OmACouH5JAKkX7I,"mexican hip hop, trap mexicano"
4042,1GhPHrq36VKCY3ucVaZCfo,"alternative dance, big beat, breakbeat, electronic, new rave, trip hop"
4043,6rJ9D34bMtluzXuFx2AFNT,"banda, duranguense, grupera, norteno, regional mexican"
4044,2EliUhznUrwHp1yJvhlHQF,"cumbia, cumbia sonidera, grupera"
4045,4pJCawaKSZ40EnxN0YEYw3,"album rock, art rock, blues-rock, bubblegum pop, classic rock, folk rock, jangle pop, mellow gold, power pop, psychedelic rock, rock, roots rock, soft rock, symphonic rock"
4046,0WwDqOLT2m5PuAsFGkEybC,"compositional ambient, drift, nu age"
4047,0khqcsFxd6ans7Zh1JqraT,"deep underground hip hop, trap soul"
4048,2IvPBSC4CgNLYC1GHEAxcN,deep underground hip hop
4049,5dZiRoY9Vpp6qrxqXNRwPE,"anthem worship, ccm, christian alternative rock, christian music, christian relaxative, worship"
4050,1phfTBIocBW3UwqcYjaEN6,"colombian pop, latin, latin pop, pop reggaeton"
4051,1qskAseW7apRxJBpYAO9Yk,
4052,7rgCh0Go1ezmcV75kXQM2T,"chillhop, lo-fi beats"
4053,2O0Hw1WSMbskB5tD9aWah3,"adult standards, classic soul, disco, funk, motown, quiet storm, soul"
4054,3AmgGrYHXqgbmZ2yKoIVzO,"alternative dance, art pop, chamber pop, chillwave, dance-punk, dream pop, folk-pop, garage rock, indie pop, indie rock, indietronica, la indie, modern rock, neo-psychedelic, new rave, nu gaze, trip hop"
4055,6d1bmKQyB8OJWCOJJPCkVT,
4056,7zkwepHPyac6tCYl0fL0co,"bedroom soul, lo-fi beats"
4057,6hKJteZkxCj4rEW8Enp9r7,focus
4058,06nsZ3qSOYZ2hPVIMcr1IN,"blues, blues-rock, classic rock, folk rock, mellow gold, modern blues, rock, roots rock"
4059,2Cy7KBSkqu7otJfuMTWT7Y,"bolero, latin, latin pop"
4060,00UOluVoYY4F2blO5DmgRj,atl trap
4061,3l130bxGOP8cZMezRc13Xk,"country road, lift kit, modern country rock, red dirt"
4062,4aeIWo5CMF1uRmqgJdwkZW,"cantautor, nueva cancion, rock en espanol, spanish pop, trova"
4063,6futYSDVulYR2PktBjTB5W,"east coast hip hop, electro, gangster rap, hardcore hip hop, hip hop, hip house, old school hip hop, rap"
4064,2GH5uRMxmuAWn90B8DEZU3,bass trap
4065,37UACiDcdzEYii0iU0QpAf,"dembow, latin, rap dominicano, reggaeton flow, tropical"
4066,76qhZXwfMnhJPXacLwGcNK,
4067,0AD4odMWVQ2wUSlgxOB5Rl,"album rock, art rock, blues, blues-rock, british blues, classic rock, electric blues, hard rock, instrumental rock, jazz fusion, psychedelic rock, rock, roots rock, southern rock, symphonic rock"
4068,1pCVxwkdixCeBPTboRZIi2,"deep pop r&b, slow game, west coast trap"
4069,3WilJWdCNLSU7fpYjiKb7v,"battle rap, hip pop, pop rap, rap, southern hip hop, trap music"
4070,5MGoZUcMHAwTKzcXKKofQ9,indie electro-pop
4071,5t2P9w0qT2I9y0DrNhykSj,
4072,08rMCq2ek1YjdDBsCPVH2s,"alternative r&b, dance pop, deep pop r&b, hip hop, hip pop, neo soul, r&b, urban contemporary"
4073,3fuxStOqQv8TiytHeuGiE8,canadian electropop
4074,2huinmkGMFzltmc7Pe7fgf,focus
4075,6qk2W9h3eE5UtPJlIatzsY,"anthem worship, ccm, christian alternative rock, christian music, christian rock, worship"
4076,5nYfBUxnHtI6LAp32fl9qY,"modern rock, shimmer pop, vapor soul"
4077,74aLweE8FHHf4yN5TWv1GM,gothic metal
4078,6YPRXu1dazGYcSZv4HJEH4,"classic soul, disco, funk, motown, quiet storm, soul, southern soul"
4079,1Q67mZjXzxBuLSgvgFdtuG,
4080,2QXAgvXks43Taidr1eV3lg,focus
4081,2XpEZIV9uuJY6pdhKAbuBh,viral pop
4082,46GXASE9LHzyssNqKOInUu,
4083,4oFdxup3UmMDNoLLITyDrs,"alternative r&b, indie r&b, portland hip hop, trap soul, vapor soul"
4084,720fJ5sGqAOhvU2IUypqIr,canadian country
4085,7yGQgQiiKpg2k00JXf8hJk,blues-rock
4086,5gWzmnHTLNXz5CjOc0wAuK,
4087,6ZPbX2Lxd40e2UVkXpyxvI,"album rock, classic rock, glam metal, hard rock, metal, rock"
4088,2hcsKca6hCfFMwwdbFvenJ,"dance pop, k-pop, korean pop"
4089,0MponVSpW81oLvJZ53vYZH,"brill building pop, classic girl group, classic soul, motown, quiet storm, rhythm and blues, soul, southern soul"
4090,0TrG2LSot4KhaXqdf5K2zE,"choral, classical performance, orchestral performance"
4091,4myAXQmMuS1lZe8T6Y7eBg,"latin, latin hip hop, reggaeton, reggaeton flow, tropical"
4092,3yAXW26fnch5fOTDL1vvJR,
4093,6wXjctGBzxkT0ghwfQ8FC0,"celtic, celtic rock, irish folk"
4094,3Iq6waFNaQnjLjEjp2l3nc,
4095,2dWF6m2ksP9GN75fufFp16,"abstract hip hop, alternative hip hop, hip hop, underground rap"
4096,6N3egqZ7OtcYYXyU6PBdNr,"comic, future funk, nightrun"
4097,6QeZTS8BrU3r2TYJdA68j9,old school hip hop
4098,79QO0Xmn1dZhvaLicS2Yrs,modern alternative rock
4099,1Li0eIWeMeWcOOWpImcG9H,"dance-punk, garage rock, indie pop, indie rock, modern rock, punk blues, rock"
4100,3tjRdPCZTpme7vslZJYtJx,"chillstep, vapor twitch, wave"
4101,0aQ8Ow9YAkGxr5bbehjkcS,"chicago punk, emo, folk punk, melodic hardcore, orgcore, pop punk, punk, ska punk, skate punk"
4102,1t7EOTt2tHw9qgJOmhByDw,"norteno, ranchera, tejano"
4103,0HrxevJVGTEFBWFfAc88H3,
4104,2H7d3jFAzn7cP11A1c37en,
4105,5bWApG9Vdshhd1J50UnNf6,"adult standards, bossa nova, cabaret, christmas, cool jazz, jazz, lounge, stride, swing, vocal jazz"
4106,1HvcqyRLS9nF8hAbTWOqpr,"disco, post-disco"
4107,6jPriOYMyUL9kNonBI1CNd,danish pop
4108,7GvVTb8yFV0ZrdI30Qce6T,"brostep, catstep, drum and bass, edm, electro house, jump up, liquid funk"
4109,7rwI5cbw9cUKFVul2rZMiZ,"adult standards, cabaret, christmas, vocal jazz"
4110,6Mjbr8K3MiiRMqmFIB4zWq,"bachata, latin, tropical"
4111,3e1L0crqG8rVD0bbsKcz2u,
4112,4lpA7MWpQpY7hKkwfLxw2Q,"alberta country, canadian contemporary country, canadian country, contemporary country"
4113,2S8UlyXW4JjjHcbeg8ddIo,"girl group, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary"
4114,6cStgiv1qH5z6GYrFsjuGj,hip pop
4115,0tgaHqkU1p7QhBUIzKXVU9,"blues-rock, funk, jam band, modern blues, modern blues rock, southern rock"
4116,4R073T3AVJKqAsbzLmLW9u,"alternative dance, art pop, chamber psych, chillwave, dance-punk, dream pop, experimental pop, freak folk, garage psych, grave wave, indie rock, indietronica, lo-fi, neo-psychedelic, noise pop, noise rock, nu gaze, preverb"
4117,4ptJIIR10UVlGjN0VntFaK,"bay area indie, chillwave, indie pop, indie poptimism, indie psych-rock, indietronica, modern rock, shimmer pop"
4118,14mErTJ0ubFVjx2zBAwjkE,
4119,6tuPdaFPIytg3l2f51L7Hw,"australian singer-songwriter, indie anthem-folk"
4120,3oXddLOOjkoUuC2sX1RMdr,"folk-pop, indie folk, new americana, progressive bluegrass"
4121,5CVsjwjuzUOrlEc2OJbUg4,"bass trap, traprun, tropical pop edm, vapor twitch"
4122,69BUYvpG9MbjCyIZfsFdhJ,"grupera, latin, latin pop, mexican pop, ranchera, regional mexican, rock en espanol, tropical"
4123,5LeiVcEnsZcwc133TUhJNW,"dance pop, latin, latin arena pop, latin pop, mexican pop, pop, post-teen pop"
4124,0daVGEYMVnQZ3NZIpIuFWn,"british choir, chamber choir, choral"
4125,1WPcVNert9hn7mHsPKDn7j,"cabaret, chanson, vintage schlager"
4126,70nxnxEqDQIEWneRjg2Q4O,"latin, salsa, tropical"
4127,7gQNLR8mykA1KjGClbPYHe,"electropop, indietronica, metropopolis"
4128,04kN6NJmRfgqQYrFgw095D,
4129,0ybFZ2Ab08V8hueghSXm6E,"alternative metal, death metal, groove metal, melodic death metal, metal, progressive metal, rock, swedish metal"
4130,1O8X4zxUh4AdAPFttOTlLr,"atl hip hop, trap music, underground hip hop, vapor trap"
4131,4seoDLqmOLUf59y72WJP7g,"adult standards, brill building pop, cabaret, christmas, easy listening, lounge, vocal jazz"
4132,2wouN3QXejYa5tKetYdcVX,"chillwave, future funk, indietronica, retro electro, vaporwave, wonky"
4133,134GdR5tUtxJrf8cpsfpyY,swedish indie pop
4134,5FvlJcXnFIm72pgQtW3Dct,"australian dance, big room, deep big room, edm, electro house, progressive electro house"
4135,6sa0lNcq7YdXNnQKZHFb0D,lo-fi beats
4136,5Mja40YY87oup0y39oy8cu,
4137,6gkWznnJkdkwRPVcmnrays,"dance pop, disco, disco house, funk, post-disco, quiet storm"
4138,1W8TbFzNS15VwsempfY12H,"avant-garde jazz, bebop, contemporary post-bop, cool jazz, free jazz, hard bop, jazz, jazz double bass, jazz electric bass, jazz fusion"
4139,46NCqFl8vhQZD77y7XkvJs,"chillhop, jazz boom bap, lo-fi beats"
4140,7AjokpCIqf0gHMZJlodw2k,"chicano rap, g funk, gangster rap, hip hop, hyphy, rap, west coast rap, west coast trap"
4141,3kf0gOpxWtkyeMNJVDQPtd,"alternative hip hop, boom bap, hip hop, pop rap, soul flow, southern hip hop, underground hip hop"
4142,4OAddazJM576euUnFSvXSL,"alternative metal, gothic metal, gothic symphonic metal, italian metal, nu metal, symphonic metal"
4143,5s3rUylqooMyGsFE0rOFJT,"pop, teen pop"
4144,0OtCwdMEGIi0GCeLGCO2tQ,"corrido, deep regional mexican, regional mexican, regional mexican pop"
4145,3hCKWhFiEID6G0QAkPAHR2,sleep
4146,7bHm3B3jJju0q9FUdOgp3b,"acid jazz, big beat, downtempo, electronic, ninja, nu jazz, trip hop, turntablism"
4147,7oHJbmt1VAj16Tm6nJpSqr,"indie rockism, modern alternative rock, modern rock"
4148,4WUGQykLBGFfsl0Qjl6TDM,"deep groove house, edm, house, tropical house"
4149,3SFVIUlipGj3RpWCKe9s73,"bass trap, deep underground hip hop, traprun"
4150,3tM6SwRysCaIK0kW4h0mVP,"comic, indie pop rap, pop rap"
4151,6FITmSxIMsk6TfulFiCIIz,"classic rock, rock"
4152,6fVcDUckTwxqg56qNsEvUr,"chamber pop, folk-pop, indie folk, indie pop, indie rock, modern rock, scottish indie, scottish rock, stomp and holler"
4153,0dlOr0VIysztGWvU1dpjmP,"australian pop, dance pop, europop, folk-pop, lilith, new wave pop, pop rock"
4154,0lfAQQLGm6TkTJ4JL9La2z,"classify, focus"
4155,1SX44N5qjWuFcCK8WTO0c6,"contemporary country, country, country dawn, country gospel, nashville sound, traditional country"
